Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-04-27T17:32:57.374Z","","","Included","gpt-5.5-extra-high","Yes","0","36197","1081367","3897","1121461","Included"
"2026-04-27T17:26:07.363Z","","","Included","gpt-5.5-extra-high","Yes","0","22777","1142298","4381","1169456","Included"
"2026-04-27T17:23:40.554Z","","","Included","gpt-5.5-extra-high","Yes","0","122261","15270","920","138451","Included"
"2026-04-27T17:09:06.483Z","","","Included","gpt-5.5-extra-high","Yes","0","132561","2875584","22958","3031103","Included"
"2026-04-27T17:02:50.051Z","","","Included","composer-2-fast","Yes","0","48103","107079","4785","159967","Included"
"2026-04-27T17:02:50.045Z","","","Included","composer-2-fast","Yes","0","44411","159999","4602","209012","Included"
"2026-04-27T17:02:49.936Z","","","Included","composer-2-fast","Yes","0","19650","171018","3912","194580","Included"
"2026-04-27T17:02:34.311Z","","","Included","gpt-5.5-extra-high","Yes","0","47945","242254","8564","298763","Included"
"2026-04-27T16:59:17.579Z","","","Included","gpt-5.5-extra-high","Yes","0","55297","314880","4060","374237","Included"
"2026-04-27T16:55:50.138Z","","","Included","composer-2-fast","Yes","0","23577","130759","4194","158530","Included"
"2026-04-27T16:55:50.123Z","","","Included","composer-2-fast","Yes","0","34196","268287","5533","308016","Included"
"2026-04-27T16:55:50.121Z","","","Included","composer-2-fast","Yes","0","17779","152711","3918","174408","Included"
"2026-04-27T16:55:38.583Z","","","Included","gpt-5.5-extra-high","Yes","0","36762","187958","4521","229241","Included"
"2026-04-27T16:17:11.779Z","","","Included","composer-2-fast","Yes","0","21702","41774","2787","66263","Included"
"2026-04-27T15:27:24.150Z","","","Included","gpt-5.5-extra-high","Yes","0","94196","537167","4291","635654","Included"
"2026-04-27T15:24:14.430Z","","","Included","composer-2-fast","Yes","0","27290","243401","5392","276083","Included"
"2026-04-27T15:24:00.992Z","","","Included","gpt-5.5-extra-high","Yes","0","36593","164419","3725","204737","Included"
"2026-04-24T21:36:30.796Z","","","Included","gpt-5.5-extra-high","Yes","0","359049","1573535","11391","1943975","Included"
"2026-04-24T21:32:51.037Z","","","Included","composer-2-fast","Yes","0","28564","102253","4534","135351","Included"
"2026-04-24T21:32:50.991Z","","","Included","composer-2-fast","Yes","0","32324","133485","4244","170053","Included"
"2026-04-24T21:32:42.472Z","","","Included","gpt-5.5-extra-high","Yes","0","132548","187992","5318","325858","Included"
"2026-04-24T21:27:09.969Z","","","Included","gpt-5.5-extra-high","Yes","0","205865","741888","6013","953766","Included"
"2026-04-24T21:22:18.937Z","","","Included","gpt-5.5-extra-high","Yes","0","125899","306221","5170","437290","Included"
"2026-04-24T21:17:21.152Z","","","Included","gpt-5.5-extra-high","Yes","0","47463","96257","3843","147563","Included"
"2026-04-24T21:11:16.296Z","","","Included","gpt-5.5-extra-high","Yes","0","53826","72245","2520","128591","Included"
"2026-04-24T21:06:47.620Z","","","Included","gpt-5.4-xhigh","Yes","0","12722","28933","3138","44793","Included"
"2026-04-24T20:37:46.700Z","","","Included","gpt-5.5-extra-high","Yes","0","44749","717288","2939","764976","Included"
"2026-04-24T20:36:46.765Z","","","Included","gpt-5.5-extra-high","Yes","0","1422","146366","859","148647","Included"
"2026-04-24T20:33:51.951Z","","","Included","gpt-5.5-extra-high","Yes","0","137359","10230","1767","149356","Included"
"2026-04-24T20:31:40.281Z","","","Included","gpt-5.5-extra-high","Yes","0","150672","1120770","4011","1275453","Included"
"2026-04-24T20:30:27.147Z","","","Included","gpt-5.5-extra-high","Yes","0","134869","280064","1607","416540","Included"
"2026-04-24T19:27:59.848Z","","","Included","gpt-5.5-extra-high","Yes","0","125390","10196","624","136210","Included"
"2026-04-24T19:24:00.606Z","","","Included","gpt-5.5-extra-high","Yes","0","375862","1645620","7059","2028541","Included"
"2026-04-24T18:53:16.462Z","","","Included","gpt-5.5-extra-high","Yes","0","434954","4209664","23038","4667656","Included"
"2026-04-24T18:51:37.471Z","","","Included","gpt-5.5-extra-high","Yes","0","46417","155583","1116","203116","Included"
"2026-04-24T18:50:39.105Z","","","Included","gpt-5.5-extra-high","Yes","0","41271","26557","657","68485","Included"
"2026-04-24T18:46:27.634Z","","","Included","composer-2-fast","Yes","0","27309","217052","5002","249363","Included"
"2026-04-24T18:46:27.444Z","","","Included","composer-2-fast","Yes","0","38184","169211","4487","211882","Included"
"2026-04-24T18:46:15.732Z","","","Included","gpt-5.5-extra-high","Yes","0","155158","374397","6450","536005","Included"
"2026-04-24T18:37:30.889Z","","","Included","claude-opus-4-7-thinking-high","Yes","180432","661","1071427","1865","1254385","Included"
"2026-04-24T18:31:23.514Z","","","Included","claude-opus-4-7-thinking-high","Yes","849","480","177812","936","180077","Included"
"2026-04-24T18:26:24.101Z","","","Included","claude-opus-4-7-thinking-high","Yes","175338","916","1032693","3750","1212697","Included"
"2026-04-24T18:21:22.998Z","","","Included","claude-opus-4-7-thinking-high","Yes","15096","1418","1303483","5667","1325664","Included"
"2026-04-24T18:11:24.520Z","","","Included","claude-opus-4-7-thinking-high","Yes","154245","3132","5859260","29524","6046161","Included"
"2026-04-24T18:09:50.677Z","","","Included","claude-opus-4-7-thinking-max","Yes","115744","1445","229896","3710","350795","Included"
"2026-04-24T17:55:31.617Z","","","Included","claude-opus-4-7-thinking-max","Yes","119557","3403","3369015","24939","3516914","Included"
"2026-04-23T19:21:12.994Z","","","Included","gpt-5.4-xhigh","Yes","0","23231","10123","725","34079","Included"
"2026-04-23T18:37:47.426Z","","","Included","gpt-5.4-xhigh","Yes","0","12296","20767","2087","35150","Included"
"2026-04-23T18:30:22.662Z","","","Included","gpt-5.4-xhigh","Yes","0","26274","317530","9994","353798","Included"
"2026-04-23T18:24:33.908Z","","","Included","gpt-5.4-xhigh","Yes","0","33092","313600","5196","351888","Included"
"2026-04-23T17:51:16.367Z","","","Included","gpt-5.4-xhigh","Yes","0","13302","47616","1544","62462","Included"
"2026-04-23T17:10:24.287Z","","","Included","claude-4.6-sonnet-max-thinking","Yes","25567","551","48098","3125","77341","Included"
"2026-04-23T17:07:51.074Z","","","Included","composer-2-fast","Yes","0","13603","144071","4160","161834","Included"
"2026-04-22T20:53:03.727Z","","","Included","claude-opus-4-7-thinking-max","Yes","4079","1137","207227","3447","215890","Included"
"2026-04-22T20:50:16.691Z","","","Included","claude-opus-4-7-thinking-max","Yes","6035","1426","276775","4328","288564","Included"
"2026-04-22T20:44:54.343Z","","","Included","claude-opus-4-7-thinking-max","Yes","8375","1391","353801","3966","367533","Included"
"2026-04-22T20:42:32.646Z","","","Included","claude-opus-4-7-thinking-max","Yes","34731","1079","36830","2447","75087","Included"
"2026-04-22T20:36:55.006Z","","","Included","claude-opus-4-7-thinking-max","Yes","33550","751","65110","2163","101574","Included"
"2026-04-22T20:34:36.196Z","","","Included","claude-opus-4-7-thinking-high","Yes","30802","894","32842","2319","66857","Included"
"2026-04-22T20:21:08.797Z","","","Included","claude-opus-4-7-thinking-high","Yes","2431","799","37659","1578","42467","Included"
"2026-04-22T20:16:44.926Z","","","Included","claude-opus-4-7-thinking-high","Yes","35130","1415","131648","4976","173169","Included"
"2026-04-22T20:13:05.966Z","","","Included","claude-opus-4-7-thinking-max","Yes","38725","1714","176095","7280","223814","Included"
"2026-04-22T20:11:32.307Z","","","Included","composer-2-fast","Yes","0","9619","50028","1565","61212","Included"
"2026-04-22T20:08:50.176Z","","","Included","composer-2-fast","Yes","0","8862","8040","1349","18251","Included"
"2026-04-22T20:08:31.368Z","","","Included","composer-2-fast","Yes","0","8794","8067","1327","18188","Included"
"2026-04-22T19:30:39.252Z","","","Included","composer-2-fast","Yes","0","10670","133353","3873","147896","Included"
"2026-04-22T19:04:25.163Z","","","Included","composer-2-fast","Yes","0","9477","7996","1500","18973","Included"
"2026-04-22T18:57:13.232Z","","","Included","composer-2-fast","Yes","0","2264","20747","1286","24297","Included"
"2026-04-22T18:55:02.994Z","","","Included","composer-2-fast","Yes","0","49710","70361","5110","125181","Included"
"2026-04-22T18:51:19.944Z","","","Included","claude-opus-4-7-thinking-max","Yes","23994","14","388188","14551","426747","Included"
"2026-04-22T18:45:20.498Z","","","Included","claude-opus-4-7-thinking-max","Yes","13194","1551","183569","10079","208393","Included"
"2026-04-22T18:41:27.318Z","","","Included","claude-opus-4-7-thinking-max","Yes","2878","1103","38772","3477","46230","Included"
"2026-04-22T18:38:47.508Z","","","Included","claude-opus-4-7-thinking-max","Yes","2822","1149","35956","2983","42910","Included"
"2026-04-22T18:37:35.928Z","","","Included","claude-opus-4-7-thinking-max","Yes","5511","1153","63185","2942","72791","Included"
"2026-04-22T18:33:11.190Z","","","Included","claude-opus-4-7-thinking-max","Yes","8577","13","481314","5546","495450","Included"
"2026-04-22T18:30:35.951Z","","","Included","claude-opus-4-7-thinking-max","Yes","3163","946","110387","1984","116480","Included"
"2026-04-22T18:27:47.126Z","","","Included","claude-opus-4-7-thinking-max","Yes","3913","879","103127","3130","111049","Included"
"2026-04-22T18:25:32.968Z","","","Included","claude-opus-4-7-thinking-max","Yes","1462","1049","49730","3350","55591","Included"
"2026-04-22T18:22:59.702Z","","","Included","claude-opus-4-7-thinking-max","Yes","47165","872","170989","3773","222799","Included"
"2026-04-22T18:16:32.921Z","","","Included","claude-opus-4-7-thinking-max","Yes","36787","603","38892","2292","78574","Included"
"2026-04-22T18:10:13.526Z","","","Included","claude-opus-4-7-thinking-max","Yes","372","470","34563","853","36258","Included"
"2026-04-22T18:07:41.376Z","","","Included","claude-opus-4-7-thinking-max","Yes","1851","961","67228","2646","72686","Included"
"2026-04-22T18:04:06.094Z","","","Included","claude-opus-4-7-thinking-max","Yes","33950","1052","35151","4136","74289","Included"
"2026-04-22T18:01:27.743Z","","","Included","claude-opus-4-7-thinking-high","Yes","33610","1105","67526","3612","105853","Included"
"2026-04-22T17:55:13.523Z","","","Included","composer-2-fast","Yes","0","76526","151736","4045","232307","Included"
"2026-04-22T17:54:30.924Z","","","Included","composer-2-fast","Yes","0","28879","48118","2518","79515","Included"
"2026-04-22T17:48:54.542Z","","","Included","composer-2-fast","Yes","0","11232","8027","1238","20497","Included"
"2026-04-22T17:48:07.599Z","","","Included","composer-2-fast","Yes","0","1102","17131","983","19216","Included"
"2026-04-22T17:47:06.136Z","","","Included","composer-2-fast","Yes","0","8926","21940","1437","32303","Included"
"2026-04-22T17:10:45.687Z","","","Included","composer-2-fast","Yes","0","861","21461","815","23137","Included"
"2026-04-22T17:09:46.132Z","","","Included","composer-2-fast","Yes","0","858","20410","1279","22547","Included"
"2026-04-22T17:08:49.077Z","","","Included","composer-2-fast","Yes","0","1163","19050","1699","21912","Included"
"2026-04-22T17:06:53.504Z","","","Included","composer-2-fast","Yes","0","1130","32780","1857","35767","Included"
"2026-04-22T17:06:00.200Z","","","Included","composer-2-fast","Yes","0","17505","13447","954","31906","Included"
"2026-04-22T16:20:26.050Z","","","Included","composer-2-fast","Yes","0","8866","22092","1987","32945","Included"
"2026-04-21T21:47:13.938Z","","","Included","claude-opus-4-7-thinking-max","Yes","2811","888","419205","2287","425191","Included"
"2026-04-21T21:42:49.068Z","","","Included","claude-opus-4-7-thinking-max","Yes","81787","1097","640912","3789","727585","Included"
"2026-04-21T21:19:35.860Z","","","Included","claude-opus-4-7-thinking-max","Yes","77139","1071","398615","3458","480283","Included"
"2026-04-21T20:48:18.813Z","","","Included","claude-opus-4-7-thinking-max","Yes","66615","1444","399920","6318","474297","Included"
"2026-04-21T20:15:15.013Z","","","Included","claude-opus-4-7-thinking-max","Yes","50021","1154","383286","8965","443426","Included"
"2026-04-21T18:27:23.776Z","","","Included","claude-opus-4-7-thinking-max","Yes","2194","921","103638","2373","109126","Included"
"2026-04-21T18:24:50.871Z","","","Included","claude-opus-4-7-thinking-max","Yes","101090","916","2547","2274","106827","Included"
"2026-04-21T16:41:35.853Z","","","Included","claude-opus-4-7-thinking-max","Yes","3001","997","98159","2231","104388","Included"
"2026-04-21T16:39:09.228Z","","","Included","claude-opus-4-7-thinking-max","Yes","4908","1031","93256","3072","102267","Included"
"2026-04-21T16:34:39.736Z","","","Included","claude-opus-4-7-thinking-max","Yes","90693","1105","2572","4994","99364","Included"
"2026-04-21T16:25:23.905Z","","","Included","claude-opus-4-7-thinking-max","Yes","84814","1551","86196","6364","178925","Included"
"2026-04-21T16:22:26.642Z","","","Included","claude-opus-4-7-thinking-max","Yes","1477","1207","82459","3362","88505","Included"
"2026-04-21T16:17:38.672Z","","","Included","claude-opus-4-7-thinking-max","Yes","79874","1227","379297","10984","471382","Included"
"2026-04-21T16:15:25.246Z","","","Included","claude-opus-4-7-thinking-max","Yes","3931","1184","62538","3550","71203","Included"
"2026-04-21T16:11:07.363Z","","","Included","claude-opus-4-7-thinking-max","Yes","1901","1060","60621","3638","67220","Included"
"2026-04-21T16:10:10.474Z","","","Included","claude-opus-4-7-thinking-max","Yes","4206","1317","56446","2133","64102","Included"
"2026-04-21T16:08:31.420Z","","","Included","claude-opus-4-7-thinking-max","Yes","660","1215","55774","3910","61559","Included"
"2026-04-21T16:06:57.393Z","","","Included","claude-opus-4-7-thinking-max","Yes","4503","1666","111043","3692","120904","Included"
"2026-04-21T16:02:49.063Z","","","Included","claude-opus-4-7-thinking-max","Yes","3897","598","51166","1078","56739","Included"
"2026-04-21T15:57:35.483Z","","","Included","claude-opus-4-7-thinking-max","Yes","48670","1358","2603","3928","56559","Included"
"2026-04-21T15:49:01.735Z","","","Included","claude-opus-4-7-thinking-max","Yes","1222","1135","88660","4621","95638","Included"
"2026-04-21T15:48:45.151Z","","","Included","claude-opus-4-7-thinking-max","Yes","2193","6","41098","8","43305","Included"
"2026-04-21T15:47:28.234Z","","","Included","claude-opus-4-7-thinking-max","Yes","2920","1629","80995","3035","88579","Included"
"2026-04-21T15:45:36.593Z","","","Included","claude-opus-4-7-thinking-max","Yes","38178","796","2529","1312","42815","Included"
"2026-04-21T15:32:54.810Z","","","Included","claude-opus-4-7-thinking-max","Yes","34438","1639","129570","5590","171237","Included"
"2026-04-21T15:27:54.507Z","","","Included","claude-opus-4-7-thinking-max","Yes","27825","18","509529","16270","553642","Included"
"2026-04-21T15:08:55.556Z","","","Included","claude-opus-4-7-thinking-max","Yes","120655","18","473051","24357","618081","Included"
"2026-04-20T21:49:59.877Z","","","Included","claude-opus-4-7-thinking-high","Yes","78312","38","1589730","4274","1672354","Included"
"2026-04-20T21:48:44.540Z","","","Included","claude-opus-4-7-thinking-max","Yes","18991","2104","551747","9371","582213","Included"
"2026-04-20T21:46:48.303Z","","","Included","claude-opus-4-7-thinking-max","Yes","2775","727","39707","3401","46610","Included"
"2026-04-20T21:44:20.656Z","","","Included","claude-opus-4-7-thinking-max","Yes","37189","753","2522","2834","43298","Included"
"2026-04-20T21:34:09.499Z","","","Included","claude-opus-4-7-thinking-max","Yes","18260","1767","328434","7587","356048","Included"
"2026-04-20T21:33:26.241Z","","","Included","claude-opus-4-7-thinking-max","Yes","37331","707","71060","1526","110624","Included"
"2026-04-20T21:09:10.054Z","","","Included","claude-opus-4-7-thinking-max","Yes","4403","1587","137726","6416","150132","Included"
"2026-04-20T21:08:19.991Z","","","Included","claude-opus-4-7-thinking-max","Yes","8390","9","127751","2323","138473","Included"
"2026-04-20T21:01:12.843Z","","","Included","claude-opus-4-7-thinking-max","Yes","21346","1755","488144","11217","522462","Included"
"2026-04-20T20:59:58.535Z","","","Included","claude-opus-4-7-thinking-max","Yes","1239","752","52573","1895","56459","Included"
"2026-04-20T20:57:17.633Z","","","Included","claude-opus-4-7-thinking-max","Yes","4618","929","94738","4696","104981","Included"
"2026-04-20T20:52:28.562Z","","","Included","claude-opus-4-7-thinking-max","Yes","46782","1810","803939","11326","863857","Included"
"2026-04-20T20:47:10.110Z","","","Included","claude-opus-4-7-thinking-high","Yes","34170","1494","69643","3200","108507","Included"
"2026-04-20T20:34:58.421Z","","","Included","claude-opus-4-7-thinking-max","Yes","35161","1634","102204","3256","142255","Included"
"2026-04-20T18:07:26.147Z","","","Included","claude-opus-4-7-thinking-max","Yes","84928","2228","1656060","19407","1762623","Included"
"2026-04-20T17:37:35.682Z","","","Included","claude-opus-4-7-thinking-max","Yes","117268","888","287376","14634","420166","Included"
"2026-04-20T17:19:34.932Z","","","Included","claude-opus-4-7-thinking-max","Yes","63560","2314","1379196","26996","1472066","Included"
"2026-04-20T17:09:46.126Z","","","Included","claude-opus-4-7-thinking-max","Yes","72234","2585","2501188","30496","2606503","Included"
"2026-04-20T17:05:28.907Z","","","Included","claude-opus-4-7-thinking-max","Yes","38058","602","143620","2232","184512","Included"
"2026-04-17T23:49:14.289Z","","","Included","claude-opus-4-7-thinking-max","Yes","90899","2155","2046175","11874","2151103","Included"
"2026-04-17T21:28:36.937Z","","","Included","claude-opus-4-7-thinking-max","Yes","162724","2202","3165232","15629","3345787","Included"
"2026-04-17T21:28:09.268Z","","","Included","claude-opus-4-7-thinking-max","Yes","2518","547","132014","1210","136289","Included"
"2026-04-17T21:24:20.202Z","","","Included","claude-opus-4-7-thinking-max","Yes","9581","1358","492914","4776","508629","Included"
"2026-04-17T21:23:14.544Z","","","Included","claude-opus-4-7-thinking-max","Yes","5332","750","233661","2716","242459","Included"
"2026-04-17T21:22:11.593Z","","","Included","claude-opus-4-7-thinking-max","Yes","114614","1065","2567","2068","120314","Included"
"2026-04-17T21:13:55.684Z","","","Included","claude-opus-4-7-thinking-max","Yes","111770","2788","1982956","26672","2124186","Included"
"2026-04-17T20:08:10.189Z","","","Included","claude-opus-4-7-thinking-max","Yes","210079","4937","13175666","37296","13427978","Included"
"2026-04-17T20:07:06.779Z","","","Included","claude-opus-4-7-thinking-max","Yes","139035","1191","2583","2587","145396","Included"
"2026-04-17T20:04:07.412Z","","","Included","claude-opus-4-7-thinking-max","Yes","141917","820","950791","5417","1098945","Included"
"2026-04-17T19:45:07.312Z","","","Included","claude-opus-4-7-thinking-max","Yes","98566","3800","4403590","29782","4535738","Included"
"2026-04-17T19:43:55.649Z","","","Included","claude-opus-4-7-thinking-max","Yes","26685","6","0","157","26848","Included"
"2026-04-17T19:43:31.898Z","","","Included","claude-opus-4-7-thinking-max","Yes","33805","8","66331","431","100575","Included"
"2026-04-17T19:01:37.959Z","","","Included","claude-opus-4-7-thinking-max","Yes","46088","21","538490","6743","591342","Included"
"2026-04-17T18:53:03.705Z","","","Included","claude-opus-4-7-thinking-max","Yes","43854","1707","478260","10333","534154","Included"
"2026-04-17T18:30:20.266Z","","","Included","claude-opus-4-7-thinking-max","Yes","43153","2489","1241940","17704","1305286","Included"
"2026-04-17T18:28:33.535Z","","","Included","claude-opus-4-7-thinking-max","Yes","15671","1176","103692","4771","125310","Included"
"2026-04-17T18:21:14.256Z","","","Included","claude-opus-4-7-thinking-max","Yes","71028","2200","1388900","12917","1475045","Included"
"2026-04-17T18:15:21.501Z","","","Included","composer-2-fast","Yes","0","54595","271229","13562","339386","Included"
"2026-04-17T18:14:38.093Z","","","Included","claude-opus-4-7-thinking-max","Yes","39137","13","394894","7782","441826","Included"
"2026-04-17T18:13:01.031Z","","","Included","claude-opus-4-7-thinking-max","Yes","9228","1306","63193","1722","75449","Included"
"2026-04-17T18:11:27.064Z","","","Included","claude-opus-4-7-thinking-max","Yes","66890","9","146382","2304","215585","Included"
"2026-04-17T18:08:13.363Z","","","Included","claude-opus-4-7-thinking-max","Yes","38529","1441","33297","1989","75256","Included"
"2026-04-17T18:03:02.378Z","","","Included","claude-opus-4-7-thinking-max","Yes","50719","1013","332115","5382","389229","Included"
"2026-04-17T18:01:34.717Z","","","Included","claude-opus-4-7-thinking-max","Yes","1491","623","38530","1979","42623","Included"
"2026-04-17T18:00:27.084Z","","","Included","claude-opus-4-7-thinking-max","Yes","36030","1169","67290","2216","106705","Included"
"2026-04-17T16:40:59.969Z","","","Included","claude-opus-4-7-thinking-max","Yes","62608","480","188105","1402","252595","Included"
"2026-04-17T16:40:56.303Z","","","Aborted, Not Charged","claude-opus-4-7-thinking-max","Yes","0","0","0","0","0","0.00"
"2026-04-17T16:28:55.497Z","","","Included","claude-opus-4-7-thinking-max","Yes","60683","1605","556351","9183","627822","Included"
"2026-04-17T15:57:42.185Z","","","Included","claude-opus-4-7-thinking-max","Yes","49105","2267","168539","5871","225782","Included"
"2026-04-17T15:38:51.333Z","","","Included","claude-opus-4-7-thinking-max","Yes","26511","2107","883837","9033","921488","Included"
"2026-04-17T15:37:45.428Z","","","Errored, No Charge","claude-opus-4-7-thinking-max","Yes","0","0","0","0","0","-"
"2026-04-17T15:29:59.913Z","","","Included","claude-opus-4-7-thinking-max","Yes","23391","1629","1205951","13801","1244772","Included"
"2026-04-17T15:27:31.192Z","","","Included","claude-opus-4-7-thinking-max","Yes","10873","10","349600","5464","365947","Included"
"2026-04-17T15:22:36.962Z","","","Included","claude-opus-4-7-thinking-max","Yes","67267","1614","770134","14864","853879","Included"
"2026-04-17T15:19:34.897Z","","","Included","gpt-5.4-xhigh","Yes","0","19794","254438","5406","279638","Included"
"2026-04-17T15:18:07.215Z","","","Included","gpt-5.4-xhigh","Yes","0","21725","149115","4451","175291","Included"
"2026-04-17T15:14:46.766Z","","","Included","gpt-5.4-xhigh","Yes","0","16037","215955","4726","236718","Included"
"2026-04-17T15:06:17.478Z","","","Included","gpt-5.4-xhigh","Yes","0","67393","632789","9838","710020","Included"
"2026-04-17T15:05:54.514Z","","","Included","gpt-5.4-xhigh","Yes","0","10000","25088","627","35715","Included"
"2026-04-16T22:01:20.109Z","","","Included","claude-opus-4-7-thinking-max","Yes","79427","2380","1146375","21206","1249388","Included"
"2026-04-16T21:48:12.563Z","","","Included","claude-opus-4-7-thinking-max","Yes","38539","2890","12209171","17256","12267856","Included"
"2026-04-16T21:46:56.267Z","","","Included","claude-opus-4-7-thinking-max","Yes","7957","759","1946695","3610","1959021","Included"
"2026-04-16T21:40:32.369Z","","","Included","claude-opus-4-7-thinking-max","Yes","19550","1219","3930001","7553","3958323","Included"
"2026-04-16T21:33:31.934Z","","","Included","claude-opus-4-7-thinking-max","Yes","18123","1531","3091056","8081","3118791","Included"
"2026-04-16T21:30:03.688Z","","","Included","claude-opus-4-7-thinking-max","Yes","138078","36","3725601","8175","3871890","Included"
"2026-04-16T21:20:23.585Z","","","Included","claude-opus-4-7-thinking-max","Yes","131357","3318","6063495","20919","6219089","Included"
"2026-04-16T21:02:13.617Z","","","Included","auto","No","0","9426","28416","1923","39765","Included"
"2026-04-16T20:23:31.802Z","","","Included","claude-opus-4-7-thinking-max","Yes","166226","9824","7985966","24690","8186706","Included"
"2026-04-16T20:22:20.861Z","","","Included","claude-opus-4-7-thinking-max","Yes","21203","7400","511425","2829","542857","Included"
"2026-04-16T20:01:55.607Z","","","Included","claude-opus-4-7-thinking-max","Yes","165235","90305","1145382","28507","1429429","Included"
"2026-04-16T20:01:30.209Z","","","Aborted, Not Charged","claude-opus-4-7-thinking-max","Yes","0","0","0","0","0","0.00"
"2026-04-16T19:56:52.272Z","","","Included","composer-2-fast","Yes","0","8155","7657","1495","17307","Included"
"2026-04-16T19:53:46.512Z","","","Included","composer-2-fast","Yes","0","176980","705517","10492","892989","Included"
"2026-04-16T19:51:49.395Z","","","Included","composer-2-fast","Yes","0","37957","109924","3235","151116","Included"
"2026-04-16T19:51:21.606Z","","","Included","composer-2-fast","Yes","0","8129","20315","645","29089","Included"
"2026-04-16T19:36:37.955Z","","","Included","claude-opus-4-7-thinking-max","Yes","94776","3239","995231","22758","1116004","Included"
"2026-04-16T19:36:12.668Z","","","Included","claude-opus-4-7-thinking-max","Yes","29698","6","0","166","29870","Included"
"2026-04-16T19:14:06.707Z","","","Included","claude-opus-4-7-thinking-max","Yes","150210","4368","7140505","32734","7327817","Included"
"2026-04-16T19:10:39.272Z","","","Included","composer-2-fast","Yes","0","49363","770851","10013","830227","Included"
"2026-04-16T19:07:52.510Z","","","Included","composer-2-fast","Yes","0","110943","552249","12124","675316","Included"
"2026-04-16T19:03:13.943Z","","","Errored, No Charge","gpt-5.4-xhigh","Yes","0","9615","7680","455","17750","-"
"2026-04-16T18:47:30.399Z","","","Errored, No Charge","gpt-5.4-xhigh","Yes","0","34727","269696","12691","317114","-"
"2026-04-16T18:46:15.898Z","","","Included","claude-opus-4-7-thinking-max","Yes","36363","970","2555","1277","41165","Included"
"2026-04-16T18:41:36.657Z","","","Included","claude-opus-4-7-thinking-max","Yes","33348","1689","95131","4399","134567","Included"
"2026-04-16T18:37:45.500Z","","","Included","claude-opus-4-7-thinking-max","Yes","162561","1943","2542423","29700","2736627","Included"
"2026-04-16T18:34:40.251Z","","","Included","claude-opus-4-7-thinking-max","Yes","44409","1866","274706","5140","326121","Included"
"2026-04-16T17:49:40.267Z","","","Included","claude-opus-4-7-thinking-max","Yes","234484","3510","1235643","6906","1480543","Included"
"2026-04-16T17:40:13.348Z","","","Included","claude-opus-4-7-thinking-max","Yes","86655","53","3339779","28704","3455191","Included"
"2026-04-16T17:32:57.543Z","","","Included","claude-opus-4-7-thinking-max","Yes","80807","2856","2027794","17241","2128698","Included"
"2026-04-16T17:28:16.202Z","","","Included","claude-opus-4-7-thinking-max","Yes","35917","1963","129938","4753","172571","Included"
"2026-04-16T17:00:38.990Z","","","Included","claude-opus-4-7-thinking-max","Yes","6817","1168","99713","2822","110520","Included"
"2026-04-16T16:59:26.188Z","","","Included","claude-opus-4-7-thinking-max","Yes","30140","669","32099","1748","64656","Included"
"2026-04-16T16:36:25.382Z","","","Included","claude-opus-4-7-thinking-max","Yes","223141","30","5106986","8405","5338562","Included"
"2026-04-16T16:34:04.439Z","","","Included","claude-opus-4-7-thinking-max","Yes","27548","1480","2419227","9217","2457472","Included"
"2026-04-16T16:27:31.000Z","","","Included","claude-opus-4-7-thinking-max","Yes","167356","8178","1114358","18419","1308311","Included"
"2026-04-16T16:27:18.806Z","","","Included","claude-opus-4-7-thinking-max","Yes","1093","6","45459","547","47105","Included"
"2026-04-16T16:21:41.188Z","","","Included","claude-opus-4-7-thinking-max","Yes","45521","1514","383335","7628","437998","Included"
"2026-04-16T16:05:55.432Z","","","Included","claude-opus-4-7-thinking-max","Yes","166810","21086","634196","13878","835970","Included"
"2026-04-16T16:03:53.048Z","","","Included","claude-opus-4-7-thinking-max","No","0","3821","2772","741","7334","Included"
"2026-04-16T15:44:36.889Z","","","Included","claude-opus-4-7-thinking-max","Yes","44322","3869","5372469","21224","5441884","Included"
"2026-04-16T15:38:08.582Z","","","Included","claude-opus-4-7-thinking-max","Yes","104735","34","2578049","9370","2692188","Included"
"2026-04-16T15:28:42.292Z","","","Included","claude-opus-4-7-thinking-max","Yes","72519","81878","610738","18168","783303","Included"
"2026-04-16T15:17:41.775Z","","","Included","claude-opus-4-7-thinking-max","Yes","35448","8","65611","1633","102700","Included"
"2026-04-15T20:47:56.951Z","","","Included","gpt-5.4-xhigh","No","0","2941","2729","654","6324","Included"
"2026-04-15T20:46:08.978Z","","","Included","composer-2","Yes","0","3551","512","295","4358","Included"
"2026-04-15T20:24:28.303Z","","","Included","gpt-5.4-xhigh","Yes","0","251735","1836201","20243","2108179","Included"
"2026-04-15T17:58:54.114Z","","","Included","gpt-5.4-xhigh","No","0","457","2471","673","3601","Included"
"2026-04-15T17:58:52.407Z","","","Included","gpt-5.4-xhigh","No","0","457","2471","592","3520","Included"
"2026-04-15T17:57:35.247Z","","","Included","composer-2-fast","Yes","0","24770","13255","1258","39283","Included"
"2026-04-15T17:01:32.357Z","","","Included","gpt-5.4-xhigh","Yes","0","170142","203687","1326","375155","Included"
"2026-04-15T16:50:39.133Z","","","Included","gpt-5.4-xhigh","Yes","0","29253","122389","5446","157088","Included"
